Milliseconds,X,Y,Z
2542,13.337997,-0.72203064,4.5774994
2551,12.878571,-0.9541321,4.1252594
2561,11.828125,-0.92063904,3.9266663
2571,10.990631,-0.69810486,3.6849823
2581,10.402008,-0.38703918,3.400238
2591,10.062225,-0.513855,2.6249695
2601,9.928223,-0.7842407,1.7587585
2611,9.8349,-1.3130646,1.1294556
2621,10.050262,-1.8394775,0.8255615
2631,10.653244,-2.243866,1.2706299
2641,11.301697,-2.4233246,1.8592529
2651,12.062622,-2.346756,2.4407196
2662,12.5699005,-1.9998016,2.7613525
2671,12.639282,-1.9280243,2.7996368
2681,12.476578,-2.0332947,2.7565613
2691,12.194229,-2.1266174,2.8379211
2701,11.995621,-2.2295074,3.3810883
2711,11.856842,-2.3659058,3.3212738
2721,11.808975,-2.432907,3.1609497
2731,11.756332,-2.5573273,3.1346283
2741,11.576874,-2.6650085,3.2016296
2751,11.203598,-2.6386871,3.1609497
2762,10.378067,-2.5262299,2.9838867
2771,10.04068,-2.54776,2.8953552
2781,9.5286255,-2.4017944,2.885788
2791,8.8059845,-2.05484,2.9551697
2801,8.231705,-1.84906,3.1130981
2811,7.7100677,-1.6911316,2.9456024
2821,7.262619,-1.4566345,2.6536713
2831,6.803192,-1.1240234,2.3330383
2841,6.384445,-0.6191406,1.9190826
2852,6.178665,0.007781982,1.88797
2861,6.628525,1.4769745,1.8401184
2871,6.358124,1.2616119,1.6032257
2881,6.374878,1.0343018,1.4309387
2892,6.774475,1.010376,1.3687286
2901,6.810379,0.87397766,1.1820984
2911,6.2121735,0.24227905,0.86624146
2921,5.606781,-0.45643616,0.81359863
2931,5.1473694,-0.7962189,0.8470917
2942,4.752548,-0.9326019,0.78009033
2953,4.3194427,-1.3633118,0.6652374
2961,4.3912354,-1.4614105,0.5838928
2972,4.5970154,-1.3082733,0.53842163
2981,4.8841553,-0.88952637,-0.15071106
2992,5.2191467,-0.9158478,0.04310608
3001,5.5421753,-0.7770691,-0.09327698
3011,6.231308,-1.1216431,2.2684326
3021,6.353348,-0.891922,0.09814453
3031,6.8582306,-0.52104187,0.39964294
3041,6.8917236,-0.6741791,0.37332153
3052,7.2075806,-0.78663635,0.6580658
3061,7.384659,-0.9780731,0.93562317
3071,7.451645,-1.1503448,1.1485901
3081,7.434906,-1.1599274,1.2084198
3091,7.635895,-1.1024933,1.0815887
3101,8.406387,-1.0522461,0.9858856
3112,9.318054,-0.99720764,1.1533813
