Milliseconds,X,Y,Z
4951,-0.52601624,5.2049866,8.0542755
4962,-0.5044861,5.1954193,8.121277
4971,-0.52124023,5.173874,8.109314
4981,-0.4972992,5.1260223,8.094955
4991,-0.4925232,5.099701,8.09256
5001,-0.46380615,5.106888,8.080597
5011,-0.49969482,5.094925,8.0542755
5021,-0.5044861,5.133209,8.015991
5031,-0.52124023,5.1547394,7.9226685
5042,-0.5427704,5.2001953,7.8461
5051,-0.5571289,5.2576294,7.800644
5061,-0.46620178,5.288742,7.7623596
5071,-0.43269348,5.293518,7.7264557
5081,-0.4350891,5.283951,7.800644
5091,-0.42552185,5.178665,7.90831
5101,-0.46380615,5.1355896,7.9609528
5111,-0.516449,5.121231,7.987274
5122,-0.47816467,5.116455,7.98967
5131,-0.50209045,5.149948,7.953781
5141,-0.4685974,5.248062,7.838928
5151,-0.49491882,5.3031006,7.850891
5161,-0.4542389,5.255234,7.879608
5172,-0.46620178,5.1882324,7.941818
5181,-0.46620178,5.1643066,7.9920654
5191,-0.38006592,5.140381,8.082993
5201,-0.4350891,5.1475525,8.106918
5211,-0.39920044,5.178665,8.178711
5221,-0.4350891,5.169098,8.212204
5232,-0.45663452,5.109268,8.233734
5241,-0.48295593,5.087738,8.147598
5251,-0.5116577,5.1188507,8.094955
5261,-0.4972992,5.2121735,7.90831
5271,-0.4733734,5.250458,7.8150024
5281,-0.46141052,5.3031006,7.8245697
5291,-0.4590149,5.3031006,7.8078156
5301,-0.45663452,5.3078766,7.8652496
5312,-0.46380615,5.2791595,7.913101
5321,-0.4590149,5.255234,7.9753113
5332,-0.4805603,5.2456665,8.090164
5341,-0.52124023,5.178665,8.15477
5351,-0.49491882,5.1427765,8.224167
5361,-0.53559875,5.137985,8.221771
5371,-0.55952454,5.1355896,8.23613
5381,-0.5236206,5.1523438,8.183487
5392,-0.56192017,5.1475525,8.157166
5401,-0.54756165,5.1427765,8.140427
5411,-0.5571289,5.1188507,8.075821
5421,-0.5547333,5.116455,8.03035
5432,-0.5379791,5.1523438,7.982498
5441,-0.54037476,5.1882324,7.9274597
5451,-0.4925232,5.207382,7.9011383
5461,-0.47816467,5.2384796,7.8724213
5472,-0.50209045,5.243271,7.8772125
5481,-0.4542389,5.250458,7.9226685
5491,-0.4542389,5.2169495,8.032745
5501,-0.45184326,5.1930237,8.116486
5511,-0.45184326,5.1427765,8.200241
5521,-0.42791748,5.1140594,8.19545
5531,-0.4542389,5.042282,8.257675
5541,-0.47816467,5.003998,8.260056
5551,-0.48773193,4.975281,8.23613
5561,-0.5188446,4.9896393,8.200241
5571,-0.4542389,5.0686035,8.171524
5581,-0.42312622,5.0733795,8.056671
5592,-0.3968048,5.1355896,8.013596
5601,-0.41116333,5.178665,7.977707
5611,-0.41835022,5.169098,7.920273
5622,-0.45184326,5.1714935,7.884384
5631,-0.49491882,5.2408752,7.9059296
5641,-0.4733734,5.2791595,7.88678
5651,-0.40159607,5.3724823,7.78389
5661,-0.46620178,5.3318024,7.74321
5671,-0.47099304,5.231308,7.874817
5682,-0.37287903,5.161911,7.984894
5691,-0.4039917,5.121231,8.080597
5701,-0.4590149,5.0973053,8.216995
5711,-0.47099304,5.0207367,8.295959
5722,-0.4350891,4.9896393,8.3294525
5731,-0.45663452,5.001602,8.248093
5741,-0.4805603,5.0686035,8.147598
5751,-0.48773193,5.128418,7.9753113
5761,-0.4733734,5.178665,7.8772125
5771,-0.42552185,5.197815,7.8030243
5781,-0.43269348,5.2695923,7.7216797
5791,-0.41116333,5.3318024,7.7240753
5802,-0.4207306,5.334198,7.748001
5811,-0.45663452,5.310272,7.812607
5821,-0.4350891,5.2217407,7.874817
5831,-0.4303131,5.1355896,7.953781
5841,-0.42791748,5.0686035,8.006424
5851,-0.4207306,4.996811,8.044708
5862,-0.49012756,4.975281,8.0494995
5871,-0.5571289,4.9489594,8.004028
5881,-0.5930176,4.951355,7.8819885
5891,-0.6073761,5.0111694,7.8245697
5901,-0.6073761,5.140381,7.673813
5911,-0.58584595,5.209778,7.645111
5922,-0.59062195,5.2456665,7.6259613
5931,-0.59780884,5.317444,7.7264557
5941,-0.6097717,5.3365936,7.812607
5951,-0.60498047,5.3318024,7.915497
5961,-0.61216736,5.2863464,7.9801025
5971,-0.58584595,5.2624207,8.068634
5982,-0.5882263,5.264801,8.080597
5991,-0.5882263,5.288742,8.13324
6001,-0.56192017,5.2384796,8.202637
6011,-0.4925232,5.2049866,8.300735
6021,-0.442276,5.181061,8.4036255
6032,-0.447052,5.2001953,8.480194
6041,-0.39920044,5.2169495,8.496948
6051,-0.36331177,5.1882324,8.480194
6061,-0.32980347,5.181061,8.439529
6071,-0.2939148,5.1882324,8.408417
6081,-0.23887634,5.2217407,8.42038
6091,-0.083343506,5.185852,8.408417
6102,3.97E-04,5.1355896,8.444305
6111,-0.025924683,5.0925293,8.489777
6121,-0.085739136,5.0494537,8.56395
6131,-0.17906189,4.980057,8.549591
6141,-0.22451782,4.9298096,8.444305
6153,-0.24606323,4.944168,8.279205
6161,-0.22451782,4.9992065,8.142807
6171,-0.25802612,5.0398865,8.023178
6181,-0.28912354,5.0853424,7.9968567
6191,-0.3321991,5.035095,8.061462
6201,-0.29631042,4.984848,8.121277
6211,-0.29870605,4.9369965,8.080597
6221,-0.25802612,4.9920197,8.0112
6231,-0.2556305,5.070984,8.013596
6241,-0.24845886,5.1020966,8.03035
6251,-0.22691345,5.0638123,8.104523
6261,-0.23649597,5.133209,8.082993
6271,-0.2053833,5.149948,8.109314
6282,-0.23649597,5.185852,8.066238
6291,-0.17666626,5.181061,8.07103
6301,-0.1335907,5.2289124,8.090164
6311,-0.092926025,5.2624207,8.159561
6321,-0.100097656,5.2791595,8.207413
6332,-0.100097656,5.2384796,8.2265625
6341,-0.14317322,5.231308,8.205032
6351,-0.16949463,5.219345,8.200241
6361,-0.17906189,5.1714935,8.202637
6371,-0.22213745,5.1930237,8.176315
6381,-0.22213745,5.2001953,8.17392
6392,-0.25802612,5.1882324,8.205032
6401,-0.26281738,5.2217407,8.224167
6411,-0.28912354,5.2121735,8.245697
6421,-0.27478027,5.1667023,8.264847
6431,-0.28674316,5.140381,8.243317
6441,-0.27238464,5.137985,8.269638
6452,-0.29870605,5.1140594,8.260056
6461,-0.29151917,5.0686035,8.29834
6471,-0.31784058,5.047058,8.250488
6481,-0.34176636,5.0398865,8.23613
6491,-0.32263184,5.140381,8.240921
6502,-0.31306458,5.173874,8.193069
6511,-0.31066895,5.1882324,8.197845
6521,-0.30348206,5.173874,8.188278
6531,-0.33459473,5.1547394,8.219376
6541,-0.2819519,5.1523438,8.315094
6552,-0.26281738,5.1427765,8.3988495
6561,-0.25083923,5.099701,8.520874
6571,-0.23410034,5.025528,8.590271
6582,-0.21017456,4.9992065,8.650085
6591,-0.24127197,5.0207367,8.616592
6601,-0.25083923,5.0326996,8.535233
6611,-0.22213745,5.078171,8.389267
6621,-0.21255493,5.104492,8.336624
6632,-0.19819641,5.1427765,8.312698
6641,-0.20777893,5.1355896,8.31749
6651,-0.25323486,5.161911,8.240921
6662,-0.25323486,5.1930237,8.2265625
6671,-0.22691345,5.1930237,8.267242
6681,-0.19819641,5.2049866,8.307922
6691,-0.17906189,5.2265167,8.291168
6701,-0.18385315,5.2049866,8.374924
6711,-0.21974182,5.104492,8.451492
6721,-0.21017456,5.035095,8.571121
6732,-0.17666626,5.070984,8.6046295
6741,-0.19342041,5.094925,8.654877
6751,-0.18385315,5.094925,8.659668
6761,-0.16949463,5.0853424,8.657272
